GeneId1,GeneId2,Corr
XIST | 224590_at,XIST | 224588_at,0.868499207402475
244169_x_at | 244169_x_at,241502_x_at | 241502_x_at,0.902845410043993
244169_x_at | 244169_x_at,TRPM1 | 237070_at,0.871856622947567
244169_x_at | 244169_x_at,NCAM2 | 232390_at,0.86718651803032
244169_x_at | 244169_x_at,240000_at | 240000_at,0.853029991074949
WNT16 | 224022_x_at,241545_x_at | 241545_x_at,0.854380200585981
WNT16 | 224022_x_at,237937_x_at | 237937_x_at,0.855505710454029
WNT16 | 224022_x_at,238713_at | 238713_at,0.855800614218862
WNT16 | 224022_x_at,MRS2 | 224101_x_at,0.853782756305167
WNT16 | 224022_x_at,KIN | 242603_x_at,0.861835673881676
234779_at | 234779_at,233847_x_at | 233847_x_at,0.869292411864702
234779_at | 234779_at,237717_x_at | 237717_x_at,0.886241859792465
234779_at | 234779_at,242202_at | 242202_at,0.856172528980664
234779_at | 234779_at,237825_x_at | 237825_x_at,0.854080936750294
234779_at | 234779_at,237937_x_at | 237937_x_at,0.863914207158888
234779_at | 234779_at,242296_x_at | 242296_x_at,0.858996157961306
234779_at | 234779_at,244125_at | 244125_at,0.855867031928035
234779_at | 234779_at,238555_at | 238555_at,0.870183370365504
234779_at | 234779_at,233822_x_at | 233822_x_at,0.865123890348366
234779_at | 234779_at,SUGT1P1 | 234686_at,0.857882152743215
234779_at | 234779_at,244169_x_at | 244169_x_at,0.866629690672583
234428_at | 234428_at,AFFX-r2-Bs-dap-3_at | AFFX-r2-Bs-dap-3_at,0.873880722359178
